Name,Protein,Carbs,Fat,Fiber,Sugar,Water,Sodium,Calcium,Iron,Potassium,Cholesterol,Calories
"Bear, cooked",32.28,0.0,13.33,0.0,0.0,53.33,233,5,10.68,262,98,249.09
"Beaver, cooked",34.7,0.0,6.93,0.0,0.0,57.68,221,22,9.96,401,117,201.17
Beef and broccoli,10.55,5.31,10.65,1.4,1.39,71.66,439,34,1.25,307,25,159.29
"Beef and egg noodles, baby food, NS as to strained or junior",2.47,7.74,2.08,1.2,1.44,87.32,20,9,0.42,66,8,59.56
"Beef and egg noodles, baby food, junior",2.5,7.3,1.9,1.1,1.45,87.8,26,8,0.43,46,8,56.3
"Beef and egg noodles, baby food, strained",2.44,8.18,2.26,1.3,1.42,86.84,15,10,0.41,87,8,62.82
Beef and macaroni with cheese sauce,9.12,12.31,5.38,0.5,1.56,71.74,398,52,1.05,142,24,134.14
Beef and noodles with cream or white sauce,7.85,15.02,5.26,0.6,1.55,70.58,296,43,1.17,101,34,138.82
Beef and noodles with gravy,7.7,15.39,5.07,0.7,0.32,70.66,304,11,1.24,75,32,137.99
"Beef and noodles with meat sauce and cheese, diet frozen meal",9.22,13.16,4.83,1.2,1.91,71.25,340,78,1.48,233,21,132.99
Beef and noodles with mushroom sauce,7.54,14.97,5.13,0.8,0.8,71.15,310,23,1.16,91,29,136.21
Beef and noodles with soy-based sauce,13.18,7.64,10.06,0.6,0.86,67.96,273,16,1.25,172,35,173.82
Beef and noodles with tomato-based sauce,8.74,10.67,3.92,0.4,2.02,75.6,274,24,1.17,114,23,112.92
"Beef and noodles, no sauce",11.37,16.24,8.41,0.8,0.26,62.59,382,16,1.76,125,48,186.13
Beef and potatoes with cheese sauce,8.15,11.1,5.6,0.9,0.48,73.57,316,94,0.61,233,24,127.4
"Beef and potatoes with cream sauce, white sauce or mushroom sauce",7.73,8.67,3.8,0.7,1.29,78.58,331,32,0.66,186,17,99.8
"Beef and potatoes, no sauce",7.92,14.52,4.93,1.3,0.65,71.18,305,8,0.78,293,20,134.13
"Beef and rice soup, Puerto Rican style",5.83,6.23,1.21,0.9,0.85,85.12,425,14,0.79,227,15,59.13
Beef and rice with cheese sauce,8.07,14.64,5.36,0.4,0.16,70.82,301,33,1.35,105,24,139.08
Beef and rice with cream sauce,6.69,15.89,5.17,0.2,1.33,70.98,305,41,1.0,96,19,136.85
Beef and rice with gravy,6.28,15.98,5.12,0.2,0.12,71.46,315,10,1.03,69,15,135.12
Beef and rice with mushroom sauce,6.25,15.54,5.17,0.4,0.59,71.87,313,21,0.97,84,13,133.69
Beef and rice with soy-based sauce,13.57,8.05,10.27,0.5,0.88,66.88,275,18,1.47,181,36,178.91
Beef and rice with tomato-based sauce,6.39,15.88,5.15,0.7,1.11,71.27,308,11,1.29,146,14,135.43
"Beef and rice, no sauce",7.27,17.23,5.0,0.2,0.03,69.3,312,8,1.2,68,17,143.0
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",8.11,6.47,7.34,0.9,0.91,76.95,312,13,0.81,139,23,124.38
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",10.03,5.16,7.09,1.1,0.99,76.48,324,12,0.99,154,27,124.57
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",12.03,4.39,9.15,0.9,1.64,73.24,245,19,1.36,216,32,148.03
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",8.06,4.5,7.34,1.0,1.0,78.93,310,17,0.82,130,23,116.3
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",11.41,3.0,6.73,1.4,1.27,77.52,316,19,1.14,164,31,118.21
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",11.75,4.79,8.82,1.3,1.55,73.41,249,26,1.24,237,31,145.54
"Beef and vegetables, Hawaiian style",4.33,14.13,1.48,1.8,5.6,76.63,676,49,0.94,267,7,87.16
"Beef barbecue submarine sandwich, on bun",16.73,26.04,5.37,0.8,8.72,50.25,410,63,2.46,194,38,219.41
"Beef brisket, cooked, NS as to fat eaten",29.5,0.0,10.0,0.0,0.0,57.23,392,6,2.79,283,92,208.0
"Beef brisket, cooked, lean and fat eaten",26.57,0.0,19.36,0.0,0.0,51.11,387,7,2.51,257,92,280.52
"Beef brisket, cooked, lean only eaten",29.5,0.0,10.0,0.0,0.0,57.23,392,6,2.79,283,92,208.0
"Beef broth, less or reduced sodium, canned or ready-to-serve",1.14,0.2,0.07,0.0,0.2,98.01,225,3,0.04,20,0,5.99
"Beef broth, with tomato, home recipe",1.2,2.09,4.28,0.6,1.04,91.48,260,14,0.46,127,0,51.68
"Beef broth, without tomato, home recipe",1.97,1.2,0.09,0.0,0.54,95.89,198,8,0.27,185,0,13.49
Beef burgundy,18.5,4.06,5.99,0.7,1.45,70.03,369,20,1.88,360,52,144.15
Beef chow mein or chop suey with noodles,10.78,11.17,4.89,1.5,1.55,71.85,328,19,1.87,204,22,131.81
"Beef chow mein or chop suey, no noodles",10.76,3.85,2.61,0.8,1.76,81.66,253,22,1.23,218,25,81.93
Beef curry,7.56,6.46,6.53,1.4,2.6,77.87,359,20,1.17,288,20,114.85
Beef curry with rice,5.61,15.08,4.03,1.0,1.58,73.93,313,16,1.18,187,12,119.03
"Beef dinner, NFS, frozen meal",6.82,10.94,8.34,1.2,1.32,72.83,274,15,0.84,179,40,146.1
"Beef dumpling soup, home recipe, canned or ready-to-serve",3.97,10.08,1.11,0.6,0.67,83.34,338,13,0.97,140,6,66.19
Beef egg foo yung,13.89,4.68,7.88,0.3,3.13,71.94,326,35,1.62,168,185,145.2
"Beef enchilada dinner, NFS, frozen meal",5.04,16.73,4.14,2.2,0.48,72.46,426,35,1.27,142,7,124.34
"Beef enchilada, chili gravy, rice, refried beans, frozen meal",5.04,16.73,4.14,2.2,0.48,72.46,426,35,1.27,142,7,124.34
Beef goulash,13.69,2.79,3.78,0.4,1.07,78.61,223,17,1.39,263,35,99.94
Beef goulash with noodles,12.5,10.88,5.1,0.7,0.83,70.51,164,18,1.61,211,37,139.42
Beef goulash with potatoes,11.46,7.68,4.39,0.9,1.08,75.26,178,17,1.36,327,27,116.07
Beef jerky,33.2,11.0,25.6,1.8,9.0,23.36,1785,20,5.42,597,48,407.2
"Beef liver, braised",28.84,5.09,5.22,0.0,0.0,58.32,401,6,6.49,349,393,182.7
"Beef liver, fried",26.3,5.12,4.64,0.0,0.0,61.5,399,6,6.12,348,378,167.44
"Beef noodle soup, Puerto Rican style",5.88,6.16,1.25,0.9,0.86,85.1,425,14,0.79,228,16,59.41
"Beef noodle soup, canned or ready-to-serve",1.95,3.63,1.25,0.3,1.04,92.04,333,8,0.45,40,2,33.57
"Beef noodle soup, home recipe",7.17,4.6,2.38,0.4,0.57,84.81,325,14,0.88,131,20,68.5
Beef pot pie,7.99,17.09,13.5,1.2,0.9,59.68,396,11,1.55,167,16,221.82
"Beef rice soup, home recipe, canned or ready-to-serve",3.97,10.08,1.11,0.6,0.67,83.34,338,13,0.97,140,6,66.19
"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",20.53,6.46,9.04,0.7,1.23,61.08,349,13,2.18,383,56,189.32
Beef salad,17.9,2.82,19.32,0.4,2.1,58.92,335,19,1.62,204,61,256.76
"Beef sandwich, NFS",11.93,18.68,7.33,0.6,2.86,60.13,404,197,1.94,178,23,188.41
Beef sausage,13.3,3.37,28.7,0.0,1.0,51.7,866,35,1.55,263,61,324.98
Beef sausage with cheese,13.78,3.4,29.01,0.0,1.13,50.49,946,136,1.46,250,65,329.81
"Beef sausage, reduced fat",20.94,0.15,20.32,0.0,0.0,55.88,698,19,1.91,328,82,267.24
"Beef sausage, reduced sodium",19.93,13.25,11.13,0.0,0.75,52.1,415,0,1.2,988,39,232.89
"Beef shish kabob with vegetables, excluding potatoes",14.7,5.0,4.9,0.9,2.33,74.27,208,14,1.43,231,41,122.9
"Beef short ribs, boneless, with barbecue sauce, potatoes, vegetable, frozen meal",9.13,15.6,5.68,1.4,8.04,68.31,238,22,1.38,274,26,150.04
"Beef sloppy joe, no bun",10.61,9.14,6.65,0.8,6.67,71.5,580,26,1.5,317,34,138.85
"Beef steak with onions, Puerto Rican style",20.92,3.94,24.12,0.7,1.55,46.21,999,17,2.01,352,62,316.52
"Beef steak, NS as to cooking method, NS as to fat eaten",29.23,0.0,6.75,0.0,0.0,62.46,387,16,2.38,371,81,177.67
"Beef steak, NS as to cooking method, lean and fat eaten",27.06,0.0,13.44,0.0,0.0,58.14,382,17,2.26,341,87,229.2
"Beef steak, NS as to cooking method, lean only eaten",29.23,0.0,6.75,0.0,0.0,62.46,387,16,2.38,371,81,177.67
"Beef steak, battered, fried, NS as to fat eaten",21.2,9.96,11.79,0.3,0.07,55.73,273,24,2.21,218,124,230.75
"Beef steak, battered, fried, lean and fat eaten",19.86,11.02,14.2,0.4,0.08,53.36,365,25,2.2,201,130,251.32
"Beef steak, battered, fried, lean only eaten",20.34,11.02,12.28,0.4,0.08,54.8,366,25,2.21,208,129,235.96
"Beef steak, braised, NS as to fat eaten",30.8,0.0,13.19,0.0,0.0,54.35,393,13,3.65,261,105,241.91
"Beef steak, braised, lean and fat eaten",30.8,0.0,13.19,0.0,0.0,54.35,393,13,3.65,261,105,241.91
"Beef steak, braised, lean only eaten",28.94,0.0,5.34,0.0,0.0,64.08,394,14,2.59,204,76,163.82
"Beef steak, breaded or floured, baked or fried, NS as to fat eaten",25.02,12.16,11.03,0.7,1.28,49.92,446,52,2.52,278,59,247.99
"Beef steak, breaded or floured, baked or fried, lean and fat eaten",24.39,12.16,13.48,0.7,1.28,48.08,446,52,2.51,269,60,267.52
"Beef steak, breaded or floured, baked or fried, lean only eaten",25.02,12.16,11.03,0.7,1.28,49.92,446,52,2.52,278,59,247.99
"Beef steak, broiled or baked, NS as to fat eaten",29.23,0.0,6.75,0.0,0.0,62.46,387,16,2.38,371,81,177.67
"Beef steak, broiled or baked, lean and fat eaten",27.06,0.0,13.44,0.0,0.0,58.14,382,17,2.26,341,87,229.2
"Beef steak, broiled or baked, lean only eaten",29.23,0.0,6.75,0.0,0.0,62.46,387,16,2.38,371,81,177.67
"Beef steak, fried, NS as to fat eaten",29.23,0.0,6.75,0.0,0.0,62.46,387,16,2.38,371,81,177.67
"Beef steak, fried, lean and fat eaten",27.06,0.0,13.44,0.0,0.0,58.14,382,17,2.26,341,87,229.2
"Beef steak, fried, lean only eaten",29.23,0.0,6.75,0.0,0.0,62.46,387,16,2.38,371,81,177.67
"Beef stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.77,8.46,2.41,1.2,0.84,81.28,215,13,0.95,239,16,82.61
"Beef stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6.64,8.48,2.36,1.3,1.01,81.43,217,15,0.97,246,16,81.72
"Beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.22,8.58,2.21,1.4,1.22,81.93,201,15,0.89,247,15,79.09
"Beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.23,8.24,3.98,1.2,1.58,81.27,304,14,1.75,206,14,89.7
"Beef stew with potatoes, Puerto Rican style",14.57,6.56,14.85,1.0,0.93,60.79,572,16,1.75,403,42,218.17
"Beef stew with potatoes, gravy",9.19,7.63,3.51,0.9,0.57,78.68,176,13,1.12,282,25,98.87
"Beef stew with potatoes, tomato-based sauce",8.99,9.94,3.34,1.0,1.04,76.53,197,15,1.24,362,23,105.78
"Beef stew with potatoes, tomato-based sauce, Mexican style",12.48,6.47,3.59,0.9,1.1,76.01,356,16,1.45,315,35,108.11
"Beef stew with vegetables excluding potatoes, Puerto Rican style",15.08,6.73,14.14,2.2,2.78,60.86,572,21,1.82,385,41,214.5
"Beef stew, baby food, toddler",5.1,5.5,1.2,1.1,1.39,86.9,106,9,0.72,142,13,53.2
"Beef stew, meat with gravy, no potatoes, Puerto Rican style",16.52,1.88,17.52,0.5,0.82,61.23,445,15,1.81,333,49,231.28
"Beef stew, no potatoes, tomato-based sauce, Mexican style",14.8,3.33,4.39,0.5,1.13,75.98,436,16,1.58,287,43,112.03
"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",11.34,4.37,3.39,1.2,2.04,79.62,327,16,1.26,286,32,93.35
Beef stroganoff,9.91,5.99,9.6,0.7,1.36,72.8,454,38,0.93,203,36,150.0
"Beef stroganoff soup, chunky style, home recipe, canned or ready-to-serve",5.1,9.0,4.6,0.6,1.68,79.9,435,20,0.88,140,21,97.8
Beef stroganoff with noodles,7.66,8.84,6.98,0.7,1.01,75.24,313,29,0.91,146,30,128.82
"Beef taco filling: beef, cheese, tomato, taco sauce",12.99,6.33,11.32,0.9,4.06,65.96,472,130,1.16,273,44,179.16
"Beef vegetable soup with potato, pasta, or rice, chunky style, canned, or ready-to-serve",3.18,6.16,1.16,1.2,1.25,88.22,326,18,0.51,174,7,47.8
"Beef vegetable soup, home recipe, Mexican style",7.91,4.57,2.23,1.2,1.75,83.96,336,23,0.95,199,20,69.99
Beef wellington,19.1,10.1,27.37,0.4,0.12,42.25,182,9,3.3,268,83,363.13
Beef with barbecue sauce,20.86,11.75,6.23,0.3,9.58,59.68,361,14,1.89,236,61,186.51
Beef with cream or white sauce,22.49,2.74,9.24,0.0,1.37,64.02,343,41,1.84,222,69,184.08
Beef with gravy,21.56,1.58,7.05,0.0,0.09,68.42,360,8,1.79,188,64,156.01
Beef with mushroom sauce,21.97,1.84,7.52,0.1,0.57,67.24,355,20,1.8,204,64,162.92
Beef with soy-based sauce,15.86,3.46,12.38,0.5,1.05,66.9,333,19,1.51,211,43,188.7
"Beef with spaetzle or rice, vegetable, frozen meal",6.92,12.23,4.37,0.6,1.23,74.98,278,8,1.05,149,16,115.93
Beef with sweet and sour sauce,11.55,16.01,8.36,0.8,8.75,62.44,353,32,1.33,206,26,185.48
Beef with tomato-based sauce,21.72,1.58,6.36,0.4,1.06,68.76,363,9,2.05,264,63,150.44
"Beef with vegetable, diet frozen meal",10.64,4.68,6.95,0.8,2.81,76.3,292,34,1.32,281,34,123.83
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",7.85,6.97,7.14,1.0,1.51,76.85,318,30,0.75,153,20,123.54
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",7.67,5.96,7.18,1.4,2.23,77.85,301,14,1.12,237,19,119.14
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",7.8,5.24,7.14,1.1,1.59,78.61,307,33,0.75,145,20,116.42
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",8.24,4.48,6.99,1.7,2.51,78.86,300,19,1.22,248,21,113.79
"Beef with vegetables, baby food, strained",2.03,6.36,6.93,1.8,2.16,84.3,38,19,0.33,127,12,95.93
"Beef with vegetables, baby food, toddler",3.5,8.72,2.1,1.8,1.18,85.23,26,11,0.5,168,12,67.78
"Beef, NS as to cut, cooked, NS as to fat eaten",29.23,0.0,6.75,0.0,0.0,62.46,387,16,2.38,371,81,177.67
"Beef, NS as to cut, cooked, lean and fat eaten",27.06,0.0,13.44,0.0,0.0,58.14,382,17,2.26,341,87,229.2
"Beef, NS as to cut, cooked, lean only eaten",29.23,0.0,6.75,0.0,0.0,62.46,387,16,2.38,371,81,177.67
"Beef, NS as to cut, fried, NS to fat eaten",29.23,0.0,6.75,0.0,0.0,62.46,387,16,2.38,371,81,177.67
"Beef, baby food, NS as to strained or junior",12.03,2.43,2.52,0.0,0.0,82.44,41,5,0.98,187,51,80.52
"Beef, baby food, junior",12.03,2.43,2.52,0.0,0.0,82.44,41,5,0.98,187,51,80.52
"Beef, baby food, strained",12.03,2.43,2.52,0.0,0.0,82.44,41,5,0.98,187,51,80.52
"Beef, bacon, cooked",31.3,1.4,34.4,0.0,0.0,26.2,1500,9,3.14,412,119,440.4
"Beef, bacon, reduced sodium, cooked",37.04,1.43,41.78,0.0,0.0,12.32,1030,11,1.44,565,110,529.9
"Beef, broth, bouillon, or consomme",1.14,0.04,0.22,0.0,0.0,97.55,372,6,0.17,54,0,6.7
"Beef, cow head, cooked",25.89,0.0,16.45,0.0,0.0,56.5,372,13,2.18,269,86,251.61
"Beef, dried, chipped, cooked in fat",28.12,2.5,11.32,0.0,2.44,48.65,2523,7,2.19,213,81,224.36
"Beef, dried, chipped, uncooked",31.1,2.76,1.94,0.0,2.7,53.8,2790,8,2.42,235,79,152.9
"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.13,12.75,6.09,0.8,1.07,73.61,301,70,1.06,109,14,130.33
"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.09,11.59,6.29,0.9,1.12,74.57,306,72,1.06,103,14,127.33
"Beef, for use with vegetables",32.41,0.0,6.82,0.0,0.0,60.08,67,16,2.96,319,99,191.02
"Beef, ground, with egg and onion",21.86,1.05,14.53,0.1,0.54,60.3,744,26,2.12,270,104,222.41
"Beef, neck bones, cooked",29.87,0.0,19.06,0.0,0.0,50.03,372,17,2.51,240,119,291.02
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.68,14.94,5.05,1.0,0.7,72.14,305,13,1.12,97,26,131.93
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",6.63,14.63,5.01,1.1,1.08,72.5,310,23,1.06,108,24,130.13
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",8.78,18.29,4.91,1.4,0.84,66.73,300,14,1.48,116,34,152.47
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",10.32,7.49,7.64,1.0,1.43,73.52,207,18,1.19,188,26,140.0
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6.77,14.86,5.07,1.4,1.56,71.95,306,14,1.35,164,25,132.15
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.65,13.81,5.04,1.1,0.75,73.28,305,15,1.12,92,26,127.2
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",6.6,13.58,5.05,1.2,1.13,73.53,303,25,1.06,104,24,126.17
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",8.71,16.71,5.19,1.5,0.91,68.02,317,17,1.48,109,34,148.39
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",10.34,7.72,7.59,1.2,1.33,73.27,216,23,1.08,203,26,140.55
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.74,13.74,5.06,1.5,1.62,73.07,310,16,1.35,159,25,127.46
"Beef, oxtails, cooked",30.8,0.0,13.19,0.0,0.0,54.35,393,13,3.65,261,105,241.91
"Beef, pickled",18.17,0.47,18.98,0.0,0.0,59.79,973,8,1.86,145,98,245.38
"Beef, pot roast, braised or boiled, NS as to fat eaten",30.8,0.0,13.19,0.0,0.0,54.35,393,13,3.65,261,105,241.91
"Beef, pot roast, braised or boiled, lean and fat eaten",29.09,0.0,4.34,0.0,0.0,64.97,397,13,2.89,212,77,155.42
"Beef, pot roast, braised or boiled, lean only eaten",30.8,0.0,13.19,0.0,0.0,54.35,393,13,3.65,261,105,241.91
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.17,12.97,5.43,1.3,0.91,71.84,305,94,0.69,259,23,133.43
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",5.33,12.2,6.68,1.3,1.25,74.52,303,21,0.57,223,12,130.24
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.3,12.36,6.34,1.3,0.9,74.69,312,11,0.6,221,13,127.7
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",11.69,5.86,8.81,1.0,1.46,72.45,236,18,1.3,231,31,149.49
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5.39,12.28,6.56,1.6,1.74,74.34,305,12,0.82,286,12,129.72
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",8.14,11.82,5.43,1.4,0.96,73.0,304,96,0.69,253,23,128.71
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",5.28,11.13,7.05,1.4,1.29,75.22,307,23,0.57,217,12,129.09
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5.23,11.17,7.16,1.4,0.94,75.15,302,13,0.59,215,13,130.04
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6.93,13.46,5.15,1.8,1.19,72.98,313,14,0.78,280,16,127.91
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",11.77,6.08,8.83,1.1,1.37,72.1,245,22,1.22,241,31,150.87
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.33,11.13,6.96,1.7,1.78,75.1,310,14,0.82,280,12,128.48
"Beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce",6.97,14.97,5.1,1.7,1.12,71.53,305,12,0.78,287,16,133.66
"Beef, prepackaged or deli, luncheon meat",18.62,0.64,3.69,0.0,0.29,73.72,853,5,2.05,647,51,110.25
"Beef, prepackaged or deli, luncheon meat, reduced sodium",18.62,0.64,3.69,0.0,0.29,73.72,640,5,2.05,647,51,110.25
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.18,15.85,5.24,0.7,0.5,69.32,302,90,1.04,119,22,143.28
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.8,16.13,5.18,0.7,0.54,71.71,314,12,1.0,95,13,134.34
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",5.81,15.73,5.22,0.8,0.93,72.06,306,22,0.94,106,12,133.14
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",7.62,20.0,4.29,0.9,0.62,66.76,333,13,1.32,113,16,149.09
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",10.79,7.8,7.96,0.8,1.42,72.37,212,18,1.35,192,27,146.0
"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.91,16.08,4.99,1.0,1.4,71.72,302,13,1.22,162,12,132.87
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",8.58,15.54,5.51,0.8,0.58,68.89,303,97,1.09,120,23,146.07
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5.77,15.01,5.18,0.8,0.59,72.85,307,14,1.0,90,13,129.74
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",5.78,14.69,5.21,0.9,0.98,73.09,311,24,0.94,101,12,128.77
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",7.54,18.38,4.86,1.0,0.69,67.9,312,16,1.31,106,16,147.42
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",10.59,8.03,7.71,1.1,1.36,72.54,217,24,1.24,211,27,143.87
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.85,14.9,5.4,1.1,1.45,72.5,306,15,1.22,156,12,131.6
"Beef, roast, canned",27.45,0.0,11.34,0.0,0.0,61.56,63,6,2.81,367,82,211.86
"Beef, roast, hash",12.2,10.74,8.09,1.0,1.46,67.58,484,10,1.4,328,32,164.57
"Beef, roast, roasted, NS as to fat eaten",28.57,0.0,4.94,0.0,0.0,65.31,373,11,2.57,304,75,158.74
"Beef, roast, roasted, lean and fat eaten",29.65,0.0,4.45,0.0,0.0,64.03,389,16,2.86,381,76,158.65
"Beef, roast, roasted, lean only eaten",29.13,0.0,3.71,0.0,0.0,65.82,417,15,2.35,314,76,149.91
"Beef, sandwich steak, flaked, formed, thinly sliced",18.41,0.0,27.81,0.0,0.0,53.17,52,8,1.88,234,73,323.93
"Beef, shortribs, barbecued, with sauce, NS as to fat eaten",15.98,12.74,30.81,0.3,10.39,38.98,357,19,1.88,236,69,392.17
"Beef, shortribs, barbecued, with sauce, lean and fat eaten",15.98,12.74,30.81,0.3,10.39,38.98,357,19,1.88,236,69,392.17
"Beef, shortribs, barbecued, with sauce, lean only eaten",22.68,12.74,13.42,0.3,10.39,49.5,363,18,2.65,301,68,262.46
"Beef, shortribs, cooked, NS as to fat eaten",30.5,0.0,17.98,0.0,0.0,49.74,380,11,3.33,310,92,283.82
"Beef, shortribs, cooked, lean and fat eaten",21.39,0.0,41.63,0.0,0.0,35.43,372,12,2.29,222,93,460.23
"Beef, shortribs, cooked, lean only eaten",30.5,0.0,17.98,0.0,0.0,49.74,380,11,3.33,310,92,283.82
"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",8.12,6.59,7.28,0.7,0.8,76.3,296,10,0.91,224,21,124.36
"Beef, stew meat, cooked, NS as to fat eaten",30.8,0.0,13.19,0.0,0.0,54.35,393,13,3.65,261,105,241.91
"Beef, stew meat, cooked, lean and fat eaten",34.05,0.0,10.05,0.0,0.0,54.23,367,5,3.13,316,89,226.65
"Beef, stew meat, cooked, lean only eaten",30.8,0.0,13.19,0.0,0.0,54.35,393,13,3.65,261,105,241.91
"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",7.43,4.5,7.96,0.9,1.74,78.95,230,42,1.08,188,14,119.36
"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",7.33,4.88,7.68,1.3,1.65,78.9,235,48,0.98,209,13,117.96
Beer,0.46,3.55,0.0,0.0,0.0,91.96,4,4,0.02,27,0,16.04
"Beer cheese soup, made with milk",6.19,6.52,15.43,0.3,0.8,69.88,303,162,0.37,67,45,189.71
"Beer, higher alcohol",0.9,0.27,0.0,0.0,0.0,91.0,4,8,0.03,62,0,4.68
"Beer, light",0.24,1.64,0.0,0.0,0.09,94.88,4,4,0.03,21,0,7.52
"Beer, light, higher alcohol",0.25,0.77,0.0,0.0,0.09,92.88,4,4,0.03,21,0,4.08
"Beer, low carb",0.17,0.73,0.0,0.0,0.0,95.4,3,4,0.0,17,0,3.6
"Beet greens, cooked",2.3,4.51,2.86,3.9,0.52,87.57,366,122,2.68,794,2,52.98
"Beet greens, raw",2.2,4.33,0.13,3.7,0.5,91.02,226,117,2.57,762,0,27.29
Beet juice,0.72,5.91,0.06,1.1,4.84,92.45,19,12,0.57,128,0,27.06
"Beets, NS as to form, cooked",0.89,7.0,2.68,1.7,5.35,88.64,198,15,1.77,144,2,55.68
"Beets, baby food, strained",1.3,7.7,0.1,1.9,6.09,90.1,83,14,0.32,182,0,36.9
"Beets, canned, cooked, fat added",0.89,7.0,2.68,1.7,5.35,88.64,198,15,1.77,144,2,55.68
"Beets, canned, cooked, no added fat",0.91,7.21,0.14,1.8,5.51,90.96,194,15,1.82,148,0,33.74
