Name,Protein,Carbs,Fat,Fiber,Sugar,Water,Sodium,Calcium,Iron,Potassium,Cholesterol,Calories
"Potato salad, made with any type of fat free dressing",1.38,17.93,0.58,1.8,2.9,78.73,214,10,0.29,260,2,82.46
"Potato salad, made with creamy dressing",1.59,16.79,7.53,1.5,1.6,72.92,212,13,0.3,277,4,141.29
"Potato salad, made with light Italian dressing",1.44,17.48,1.2,1.5,2.35,78.68,210,11,0.29,282,0,86.48
"Potato salad, made with light creamy dressing",1.62,16.94,2.47,1.5,1.78,77.65,202,9,0.27,272,0,96.47
"Potato salad, made with light mayonnaise",1.42,16.96,3.65,1.5,1.75,76.74,215,10,0.3,260,3,106.37
"Potato salad, made with light mayonnaise-type salad dressing",1.42,16.96,3.65,1.5,1.75,76.74,215,10,0.3,260,3,106.37
"Potato salad, made with mayonnaise",1.52,15.8,11.14,1.5,1.29,70.34,178,10,0.31,261,6,169.54
"Potato salad, made with mayonnaise-type salad dressing",1.47,17.85,3.49,1.5,2.75,76.01,185,10,0.29,261,3,108.69
Potato skins without topping,2.12,19.53,7.45,1.8,1.25,68.88,363,11,0.77,445,0,153.65
"Potato skins, NFS",6.07,16.34,12.4,1.5,1.08,62.86,417,141,0.66,376,19,201.24
"Potato skins, with cheese",6.07,16.34,12.4,1.5,1.08,62.86,417,141,0.66,376,19,201.24
"Potato skins, with cheese and bacon",7.64,15.52,13.68,1.4,1.02,60.65,488,134,0.67,383,23,215.76
"Potato soup, NS as to made with milk or water",1.6,7.67,1.45,0.7,1.96,88.15,315,41,0.17,123,3,50.13
"Potato soup, cream of, prepared with milk",2.42,8.83,1.94,0.6,3.17,85.52,321,71,0.17,161,5,62.46
"Potato soup, prepared with water",0.77,6.49,0.95,0.7,0.73,90.82,308,10,0.17,84,1,37.59
"Potato sticks, flavored",6.63,52.77,34.06,3.4,0.22,2.18,1010,18,2.25,1225,0,544.14
"Potato sticks, fry shaped",6.63,52.77,34.06,3.4,0.22,2.18,1010,18,2.25,1225,0,544.14
"Potato sticks, plain",6.7,53.3,34.4,3.4,0.22,2.2,633,18,2.27,1237,0,549.6
"Potato tots, NFS",1.9,24.4,15.46,2.3,0.28,56.52,421,13,0.47,243,0,244.34
"Potato tots, fast food / restaurant",1.89,24.31,15.4,2.3,0.27,56.29,571,13,0.46,242,0,243.4
"Potato tots, from fresh, fried or baked",1.9,24.4,15.46,2.3,0.28,56.52,421,13,0.47,243,0,244.34
"Potato tots, frozen, NS as to fried or baked",1.9,24.4,15.46,2.3,0.28,56.52,421,13,0.47,243,0,244.34
"Potato tots, frozen, baked",2.03,26.1,9.17,2.4,0.3,60.84,451,14,0.5,260,0,195.05
"Potato tots, frozen, fried",1.9,24.4,15.46,2.3,0.28,56.52,421,13,0.47,243,0,244.34
"Potato tots, school",2.02,19.34,9.16,1.7,1.3,68.08,147,9,0.66,419,0,167.88
"Potato, NFS",1.87,20.45,4.24,1.4,1.61,72.09,167,5,0.34,372,3,127.44
"Potato, baked, NFS",1.95,21.45,0.1,1.5,1.69,75.08,181,5,0.35,389,0,94.5
"Potato, baked, peel eaten",2.49,21.05,0.13,2.2,1.18,74.55,186,15,1.08,533,0,95.33
"Potato, baked, peel eaten, with butter",2.41,20.01,4.16,2.1,1.12,71.64,208,16,1.02,507,11,127.12
"Potato, baked, peel eaten, with cheese",4.04,17.36,7.76,1.7,1.25,69.03,228,77,0.88,442,22,155.44
"Potato, baked, peel eaten, with chili",4.43,17.68,6.2,2.1,1.18,69.75,278,68,1.01,439,17,144.24
"Potato, baked, peel eaten, with meat",4.69,17.02,8.35,1.7,1.22,68.04,260,75,0.88,443,23,161.99
"Potato, baked, peel eaten, with sour cream",2.41,18.62,5.54,1.9,1.33,71.77,192,23,0.94,473,15,133.98
"Potato, baked, peel eaten, with vegetables",4.12,17.76,6.32,2.0,1.08,69.93,233,72,0.93,452,17,144.4
"Potato, baked, peel not eaten",1.95,21.45,0.1,1.5,1.69,75.08,181,5,0.35,389,0,94.5
"Potato, baked, peel not eaten, with butter",1.9,20.39,4.13,1.4,1.61,72.15,204,6,0.33,371,11,126.33
"Potato, baked, peel not eaten, with cheese",3.61,17.67,7.73,1.2,1.66,69.45,224,69,0.3,328,22,154.69
"Potato, baked, peel not eaten, with chili",4.04,17.97,6.18,1.6,1.56,70.14,274,61,0.48,333,17,143.66
"Potato, baked, peel not eaten, with meat",4.27,17.32,8.33,1.2,1.62,68.46,256,67,0.31,331,23,161.33
"Potato, baked, peel not eaten, with sour cream",1.95,18.96,5.51,1.3,1.77,72.23,188,15,0.31,349,15,133.23
"Potato, baked, peel not eaten, with vegetables",3.68,18.09,6.3,1.4,1.5,70.36,229,64,0.33,334,17,143.78
"Potato, boiled, NFS",1.87,20.45,4.24,1.4,1.61,72.09,167,5,0.34,372,3,127.44
"Potato, boiled, from fresh,  peel eaten, no addded fat",2.49,21.07,0.13,2.2,1.18,74.59,164,15,1.08,533,0,95.41
"Potato, boiled, from fresh, peel eaten, NS as to fat",2.39,20.08,4.27,2.1,1.12,71.59,172,15,1.03,508,3,128.31
"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",2.39,20.08,4.27,2.1,1.12,71.59,172,15,1.03,508,3,128.31
"Potato, boiled, from fresh, peel eaten, made with butter",2.41,20.07,3.97,2.1,1.12,71.82,187,16,1.03,509,10,125.65
"Potato, boiled, from fresh, peel eaten, made with margarine",2.38,20.1,3.21,2.1,1.12,72.59,189,15,1.02,509,0,118.81
"Potato, boiled, from fresh, peel eaten, made with oil",2.37,20.07,4.87,2.1,1.12,71.06,156,14,1.03,508,0,133.59
"Potato, boiled, from fresh, peel not eaten, NS as to fat",1.87,20.45,4.24,1.4,1.61,72.09,167,5,0.34,372,3,127.44
"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",1.87,20.45,4.24,1.4,1.61,72.09,167,5,0.34,372,3,127.44
"Potato, boiled, from fresh, peel not eaten, made with butter",1.9,20.45,3.94,1.4,1.62,72.32,182,6,0.33,372,10,124.86
"Potato, boiled, from fresh, peel not eaten, made with margarine",1.87,20.48,3.18,1.4,1.61,73.09,185,6,0.33,372,0,118.02
"Potato, boiled, from fresh, peel not eaten, made with oil",1.86,20.45,4.84,1.4,1.61,71.56,152,5,0.34,371,0,132.8
"Potato, boiled, from fresh, peel not eaten, no added fat",1.95,21.46,0.1,1.5,1.69,75.12,159,5,0.35,389,0,94.54
"Potato, boiled, ready-to-heat",1.87,20.45,4.24,1.4,1.61,72.09,167,5,0.34,372,3,127.44
"Potato, canned, NS as to fat",1.34,12.91,4.33,2.3,0.56,80.52,167,5,1.2,218,3,95.97
"Potato, canned, fat added, NS as to fat type",1.34,12.91,4.33,2.3,0.56,80.52,167,5,1.2,218,3,95.97
"Potato, canned, no added fat",1.39,13.55,0.2,2.4,0.59,83.97,159,5,1.25,228,0,61.56
"Potato, french fries, NFS",2.5,23.23,14.07,1.8,0.34,58.58,295,11,0.53,435,0,229.55
"Potato, french fries, NS as to fresh or frozen",2.5,23.23,14.07,1.8,0.34,58.58,295,11,0.53,435,0,229.55
"Potato, french fries, fast food",3.43,41.44,14.73,3.8,0.3,38.55,210,18,0.81,579,0,312.05
"Potato, french fries, from fresh, baked",2.02,19.34,9.16,1.7,1.3,68.08,147,9,0.66,419,0,167.88
"Potato, french fries, from fresh, fried",1.93,18.5,13.1,1.6,1.25,65.13,141,9,0.64,401,0,199.62
"Potato, french fries, from frozen, baked",2.75,25.55,5.48,2.0,0.37,64.44,324,12,0.57,478,0,162.52
"Potato, french fries, from frozen, fried",2.5,23.23,14.07,1.8,0.34,58.58,295,11,0.53,435,0,229.55
"Potato, french fries, restaurant",3.49,37.2,14.04,3.9,0.28,43.19,357,17,0.91,545,1,289.12
"Potato, french fries, school",2.02,19.34,9.16,1.7,1.3,68.08,147,9,0.66,419,0,167.88
"Potato, french fries, with cheese",3.36,29.69,14.13,2.6,0.3,50.92,363,37,0.71,386,3,259.37
"Potato, french fries, with cheese, fast food / restaurant",3.36,29.69,14.13,2.6,0.3,50.92,363,37,0.71,386,3,259.37
"Potato, french fries, with cheese, school",4.55,17.67,10.29,1.5,1.2,65.7,195,84,0.61,384,8,181.49
"Potato, french fries, with chili",4.25,31.58,10.81,3.6,0.85,51.47,293,23,0.99,469,3,240.61
"Potato, french fries, with chili and cheese",3.99,25.41,11.38,2.8,0.7,57.31,385,36,0.87,355,4,220.02
"Potato, french fries, with chili and cheese, fast food / restaurant",3.99,25.41,11.38,2.8,0.7,57.31,385,36,0.87,355,4,220.02
"Potato, french fries, with chili, fast food / restaurant",4.25,31.58,10.81,3.6,0.85,51.47,293,23,0.99,469,3,240.61
"Potato, hash brown, NFS",2.62,28.23,11.48,3.2,0.27,55.4,398,17,0.54,491,0,226.72
"Potato, hash brown, from dry mix",2.62,28.23,11.48,3.2,0.27,55.4,398,17,0.54,491,0,226.72
"Potato, hash brown, from fast food",2.58,28.88,17.04,2.7,0.56,49.27,566,19,0.6,355,0,279.2
"Potato, hash brown, from fast food, with cheese",6.03,24.47,19.87,2.2,0.52,47.16,581,134,0.53,309,17,300.83
"Potato, hash brown, from fresh",1.94,18.57,12.27,1.6,1.25,65.36,343,9,0.64,403,0,192.47
"Potato, hash brown, from fresh, with cheese",5.1,16.18,15.49,1.4,1.12,61.1,389,113,0.57,354,15,224.53
"Potato, hash brown, from restaurant",2.58,28.88,17.04,2.7,0.56,49.27,566,19,0.6,355,0,279.2
"Potato, hash brown, from restaurant, with cheese",6.03,24.47,19.87,2.2,0.52,47.16,581,134,0.53,309,17,300.83
"Potato, hash brown, from school lunch",2.64,28.4,11.54,3.2,0.27,55.73,169,17,0.54,494,0,228.02
"Potato, hash brown, ready-to-heat",2.62,28.23,11.48,3.2,0.27,55.4,398,17,0.54,491,0,226.72
"Potato, hash brown, ready-to-heat, with cheese",6.04,23.96,15.2,2.6,0.28,52.29,440,131,0.47,423,17,256.8
"Potato, home fries, NFS",1.92,18.4,13.03,1.6,1.24,64.79,340,9,0.64,399,0,198.55
"Potato, home fries, from fresh",1.96,18.76,11.52,1.6,1.26,66.04,279,9,0.65,407,0,186.56
"Potato, home fries, from restaurant / fast food",1.87,17.91,15.2,1.6,1.21,63.05,396,9,0.61,388,0,215.92
"Potato, home fries, ready-to-heat",1.92,18.4,13.03,1.6,1.24,64.79,340,9,0.64,399,0,198.55
"Potato, home fries, with vegetables",1.73,15.6,11.77,1.6,1.84,69.07,382,11,0.59,346,0,175.25
"Potato, mashed, NFS",2.15,17.6,4.06,1.2,2.13,74.84,212,25,0.28,330,10,115.54
"Potato, mashed, from dry mix, NFS",2.05,12.63,6.66,0.9,1.59,77.39,256,35,0.18,192,15,118.66
"Potato, mashed, from dry mix, made with milk",2.05,12.63,6.66,0.9,1.59,77.39,256,35,0.18,192,15,118.66
"Potato, mashed, from dry mix, made with milk, with cheese",4.32,11.54,9.59,0.8,1.45,73.02,298,107,0.18,179,25,149.75
"Potato, mashed, from dry mix, made with milk, with gravy",1.78,11.16,5.86,0.8,1.33,79.97,282,30,0.17,162,13,104.5
"Potato, mashed, from fast food",1.65,14.65,2.82,1.3,0.5,79.62,306,18,0.31,286,0,90.58
"Potato, mashed, from fast food, with gravy",1.46,12.78,2.78,1.1,0.46,81.76,323,16,0.27,237,1,81.98
"Potato, mashed, from fresh, NFS",2.15,17.6,4.06,1.2,2.13,74.84,212,25,0.28,330,10,115.54
"Potato, mashed, from fresh, made with milk",2.15,17.6,4.06,1.2,2.13,74.84,212,25,0.28,330,10,115.54
"Potato, mashed, from fresh, made with milk, with cheese",4.41,15.98,7.26,1.0,1.93,70.74,259,98,0.27,303,19,146.9
"Potato, mashed, from fresh, made with milk, with gravy",1.86,15.14,3.77,1.0,1.76,77.93,247,22,0.24,273,9,101.93
"Potato, mashed, from restaurant",2.07,16.77,7.18,1.1,2.02,72.24,374,25,0.27,316,15,139.98
"Potato, mashed, from restaurant, with gravy",1.8,14.48,6.27,0.9,1.68,75.86,377,22,0.23,261,13,121.55
"Potato, mashed, from school lunch",2.14,13.2,1.89,1.0,1.85,81.54,201,41,0.18,203,1,78.37
"Potato, mashed, ready-to-heat",1.97,13.29,5.01,1.9,1.76,78.27,298,34,0.27,274,13,106.13
"Potato, mashed, ready-to-heat, NFS",1.97,13.29,5.01,1.9,1.76,78.27,298,34,0.27,274,13,106.13
"Potato, mashed, ready-to-heat, with cheese",4.26,12.13,8.12,1.7,1.61,73.81,336,106,0.26,253,22,138.64
"Potato, mashed, ready-to-heat, with gravy",1.72,11.69,4.53,1.5,1.47,80.68,316,29,0.23,228,11,94.41
"Potato, roasted, NFS",1.87,20.45,4.24,1.4,1.61,72.09,167,5,0.34,372,3,127.44
"Potato, roasted, from fresh, peel eaten, NS as to fat",2.39,20.08,4.27,2.1,1.12,71.59,172,15,1.03,508,3,128.31
"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",2.39,20.08,4.27,2.1,1.12,71.59,172,15,1.03,508,3,128.31
"Potato, roasted, from fresh, peel eaten, made with butter",2.41,20.07,3.97,2.1,1.12,71.82,187,16,1.03,509,10,125.65
"Potato, roasted, from fresh, peel eaten, made with margarine",2.38,20.1,3.21,2.1,1.12,72.59,189,15,1.02,509,0,118.81
"Potato, roasted, from fresh, peel eaten, made with oil",2.37,20.07,4.87,2.1,1.12,71.06,156,14,1.03,508,0,133.59
"Potato, roasted, from fresh, peel eaten, no added fat",2.49,21.07,0.13,2.2,1.18,74.59,164,15,1.08,533,0,95.41
"Potato, roasted, from fresh, peel not eaten, NS as to fat",1.87,20.45,4.24,1.4,1.61,72.09,167,5,0.34,372,3,127.44
"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",1.87,20.45,4.24,1.4,1.61,72.09,167,5,0.34,372,3,127.44
"Potato, roasted, from fresh, peel not eaten, made with butter",1.9,20.45,3.94,1.4,1.62,72.32,182,6,0.33,372,10,124.86
"Potato, roasted, from fresh, peel not eaten, made with margarine",1.87,20.48,3.18,1.4,1.61,73.09,185,6,0.33,372,0,118.02
"Potato, roasted, from fresh, peel not eaten, made with oil",1.86,20.45,4.84,1.4,1.61,71.56,152,5,0.34,371,0,132.8
"Potato, roasted, from fresh, peel not eaten, no added fat",1.95,21.46,0.1,1.5,1.69,75.12,159,5,0.35,389,0,94.54
"Potato, roasted, ready-to-heat",1.87,20.45,4.24,1.4,1.61,72.09,167,5,0.34,372,3,127.44
"Potato, scalloped, NFS",7.12,13.5,9.57,0.8,2.12,67.89,323,191,0.28,251,27,168.61
"Potato, scalloped, from dry mix",6.9,13.53,9.72,0.8,2.21,67.74,416,185,0.3,242,27,169.2
"Potato, scalloped, from dry mix, with meat",7.29,13.1,9.53,0.7,2.18,67.92,444,178,0.32,245,28,167.33
"Potato, scalloped, from fast food or restaurant",6.65,12.97,14.29,0.7,1.94,64.1,413,175,0.31,229,37,207.09
"Potato, scalloped, from fresh",7.12,13.5,9.57,0.8,2.12,67.89,323,191,0.28,251,27,168.61
"Potato, scalloped, from fresh, with meat",7.44,12.87,10.29,0.7,2.07,67.43,360,182,0.29,250,29,173.85
"Potato, scalloped, ready-to-heat",6.79,13.3,10.9,0.7,2.17,66.96,403,182,0.3,238,28,178.46
"Potato, scalloped, ready-to-heat, with meat",7.09,12.72,11.5,0.7,2.12,66.58,434,174,0.31,238,31,182.74
"Potatoes with cheese and broccoli, baby food, toddler",1.11,7.47,1.47,1.2,1.17,88.97,176,20,0.16,118,4,47.55
"Potatoes, baby food, toddler",1.0,11.73,0.1,0.9,0.91,86.8,57,4,0.2,110,0,51.82
Pralines,2.1,77.74,10.24,1.1,75.85,8.46,319,106,0.84,193,1,411.52
"Pretzel chips, hard, flavored",9.68,77.52,2.82,3.3,2.13,3.03,2577,28,4.42,215,0,374.18
"Pretzel chips, hard, gluten free",3.43,76.7,6.51,3.2,4.12,6.75,2473,1,0.45,67,0,379.11
"Pretzel chips, hard, plain",9.8,78.43,2.86,3.3,2.16,3.06,2154,28,4.47,218,0,378.66
"Pretzel, baby food",10.8,82.2,2.0,2.3,3.08,4.0,269,25,3.77,137,0,390.0
"Pretzels, NFS",10.04,80.39,2.93,3.4,2.21,3.13,1240,27,4.58,223,0,388.09
"Pretzels, hard, NFS",10.04,80.39,2.93,3.4,2.21,3.13,1240,27,4.58,223,0,388.09
"Pretzels, hard, cheese filled",9.85,66.5,16.92,3.6,17.6,1.67,1117,197,0.92,130,5,457.68
"Pretzels, hard, chocolate coated",7.05,70.07,17.64,3.5,38.8,3.06,494,141,2.54,199,0,467.24
"Pretzels, hard, coated, NFS",7.05,70.07,17.64,3.5,38.8,3.06,494,141,2.54,199,0,467.24
"Pretzels, hard, coated, gluten free",3.76,75.06,15.57,1.4,45.25,3.29,663,80,0.29,142,8,455.41
"Pretzels, hard, filled, NFS",9.85,66.5,16.92,3.6,17.6,1.67,1117,197,0.92,130,5,457.68
"Pretzels, hard, flavored",9.92,79.44,3.88,3.4,2.18,3.09,1302,27,4.53,220,0,392.36
"Pretzels, hard, flavored, gluten free",3.48,77.69,7.58,3.3,4.17,6.83,1625,0,0.46,68,0,392.9
"Pretzels, hard, multigrain",10.15,80.08,2.96,4.2,2.17,3.26,1216,28,4.7,242,0,387.56
"Pretzels, hard, peanut butter filled",14.14,60.78,18.91,3.9,4.95,2.47,1120,34,3.62,335,0,469.87
"Pretzels, hard, plain, gluten free",3.52,78.62,6.67,3.3,4.22,6.91,1567,0,0.46,69,0,388.59
"Pretzels, hard, plain, lightly salted",9.57,79.8,3.22,3.1,2.21,3.22,745,32,4.45,184,0,386.46
"Pretzels, hard, plain, salted",10.04,80.39,2.93,3.4,2.21,3.13,1240,27,4.58,223,0,388.09
"Pretzels, hard, plain, unsalted",9.1,79.2,3.5,2.8,2.21,3.3,250,36,4.32,146,0,384.7
"Pretzels, hard, white chocolate coated",5.94,74.7,14.19,1.2,44.09,1.83,442,94,1.82,172,8,450.27
"Pretzels, hard, yogurt coated",5.94,76.56,12.17,1.1,45.42,2.08,441,96,1.78,173,0,439.53
"Pretzels, soft, NFS",8.01,69.38,4.0,1.7,0.24,14.66,775,23,3.83,86,2,345.56
"Pretzels, soft, filled with cheese",10.22,62.35,5.36,1.5,0.45,19.26,310,110,3.44,92,8,338.52
"Pretzels, soft, from frozen, NFS",8.01,69.38,4.0,1.7,0.24,14.66,775,23,3.83,86,2,345.56
"Pretzels, soft, from frozen, cinnamon sugar coated",6.22,73.99,6.14,2.1,19.74,11.43,248,32,3.08,73,10,376.1
"Pretzels, soft, from frozen, coated or flavored",7.89,66.02,7.75,1.6,0.23,14.14,896,31,3.64,84,13,365.39
"Pretzels, soft, from frozen, salted",8.09,70.06,3.06,1.7,0.25,14.8,783,23,3.87,87,0,340.14
"Pretzels, soft, from frozen, topped with cheese",10.22,62.35,5.36,1.5,0.45,19.26,310,110,3.44,92,8,338.52
"Pretzels, soft, from frozen, topped with meat",11.48,53.36,9.93,1.3,0.49,22.3,438,96,3.12,121,20,348.73
"Pretzels, soft, from frozen, unsalted",8.2,71.04,3.1,1.7,0.25,15.0,252,23,3.92,88,0,344.86
"Pretzels, soft, from school lunch",8.55,70.73,3.16,3.7,0.26,14.76,240,25,4.24,140,0,345.56
"Pretzels, soft, gluten free",4.03,57.27,5.74,4.0,3.77,30.36,839,90,1.87,73,0,296.86
"Pretzels, soft, gluten free, cinnamon sugar coated",3.1,63.75,8.14,3.8,22.41,23.0,631,83,1.54,62,10,340.66
"Pretzels, soft, gluten free, coated or flavored",4.1,54.15,10.37,3.7,3.56,28.87,808,93,1.77,71,13,326.33
"Pretzels, soft, multigrain",8.49,70.26,3.13,3.6,0.26,14.66,495,26,4.21,139,0,343.17
"Pretzels, soft, ready-to-eat, NFS",8.01,69.38,4.0,1.7,0.24,14.66,775,23,3.83,86,2,345.56
"Pretzels, soft, ready-to-eat, cinnamon sugar coated",6.22,73.99,6.14,2.1,19.74,11.43,248,32,3.08,73,10,376.1
"Pretzels, soft, ready-to-eat, coated or flavored",7.89,66.02,7.75,1.6,0.23,14.14,896,31,3.64,84,13,365.39
"Pretzels, soft, ready-to-eat, salted, buttered",8.01,69.38,4.0,1.7,0.24,14.66,775,23,3.83,86,2,345.56
"Pretzels, soft, ready-to-eat, salted, no butter",8.09,70.06,3.06,1.7,0.25,14.8,783,23,3.87,87,0,340.14
"Pretzels, soft, ready-to-eat, topped with cheese",10.22,62.35,5.36,1.5,0.45,19.26,310,110,3.44,92,8,338.52
"Pretzels, soft, ready-to-eat, topped with meat",11.48,53.36,9.93,1.3,0.49,22.3,438,96,3.12,121,20,348.73
"Pretzels, soft, ready-to-eat, unsalted, buttered",8.12,70.34,4.05,1.7,0.25,14.85,250,23,3.88,87,3,350.29
"Pretzels, soft, ready-to-eat, unsalted, no butter",8.2,71.04,3.1,1.7,0.25,15.0,252,23,3.92,88,0,344.86
"Prune juice, 100%",0.61,17.45,0.03,1.0,16.45,81.24,4,12,1.18,276,0,72.51
"Prune, dried",2.18,63.88,0.38,7.1,38.13,30.92,2,43,0.93,732,0,267.66
"Prunes with oatmeal, baby food, strained",0.6,18.5,0.1,2.7,10.97,80.3,5,15,0.35,177,0,77.3
"Prunes, baby food, strained",1.0,23.52,0.2,2.7,14.28,74.3,1,21,0.4,306,0,99.88
"Pudding, bread",5.63,23.52,4.71,1.0,15.13,64.76,212,135,0.98,212,55,158.99
"Pudding, chocolate, NFS",2.09,23.01,4.6,0.0,17.17,69.46,152,51,1.27,184,1,141.8
"Pudding, chocolate, made from dry mix",3.14,20.35,1.98,0.7,16.63,73.04,362,104,0.24,172,7,111.78
"Pudding, chocolate, made from dry mix, sugar free",3.49,10.51,2.02,0.5,4.57,82.51,254,126,0.24,243,8,74.18
"Pudding, chocolate, ready-to-eat",2.09,23.01,4.6,0.0,17.17,69.46,152,51,1.27,184,1,141.8
"Pudding, chocolate, ready-to-eat, sugar free",3.49,10.51,2.02,0.5,4.57,82.51,254,126,0.24,243,8,74.18
"Pudding, flavors other than chocolate, NFS",1.45,22.6,3.78,0.0,16.97,71.66,172,49,0.09,65,1,130.22
"Pudding, flavors other than chocolate, made from dry mix",2.79,19.42,1.76,0.0,19.43,74.76,264,107,0.0,133,7,104.68
"Pudding, flavors other than chocolate, made from dry mix, sugar free",3.19,9.56,1.93,0.0,4.66,84.2,257,127,0.02,149,8,68.37
"Pudding, flavors other than chocolate, ready-to-eat",1.45,22.6,3.78,0.0,16.97,71.66,172,49,0.09,65,1,130.22
"Pudding, flavors other than chocolate, ready-to-eat, sugar free",3.19,9.56,1.93,0.0,4.66,84.2,257,127,0.02,149,8,68.37
"Pudding, rice",3.23,18.39,2.15,0.3,11.59,75.15,97,95,0.11,125,12,105.83
"Pudding, tapioca, made from dry mix",1.95,21.69,3.88,0.0,14.91,71.84,145,71,0.11,92,1,129.48
"Pudding, tapioca, ready-to-eat",1.95,21.69,3.88,0.0,14.91,71.84,145,71,0.11,92,1,129.48
Puerto Rican pasteles,7.09,17.44,13.2,2.3,5.6,60.15,479,34,0.82,379,17,216.92
Puerto Rican sandwich,10.7,31.86,17.98,1.1,5.55,36.48,755,360,2.37,150,21,332.06
Puerto Rican seasoning with ham,4.0,7.32,24.81,1.9,3.07,62.39,468,32,0.81,251,13,268.57
Puerto Rican seasoning with ham and tomato sauce,5.14,5.3,14.98,1.5,2.51,73.28,471,24,0.81,225,23,176.58
Puerto Rican seasoning without ham and tomato sauce,1.06,6.96,10.81,1.8,2.93,80.72,5,25,0.45,173,0,129.37
Puerto Rican stew,7.75,14.15,6.61,1.7,3.57,69.69,117,27,0.89,394,26,147.09
Puerto Rican white cheese,18.09,2.98,23.82,0.0,2.32,51.42,751,566,0.2,129,69,298.66
"Puffs, fried, crab meat and cream cheese filled",9.32,35.05,15.22,1.2,3.56,37.58,823,50,2.06,137,67,314.46
"Pumpkin seeds, NFS",29.84,14.71,49.05,6.5,1.29,2.03,18,52,8.07,788,0,619.65
"Pumpkin seeds, salted",29.49,14.54,48.47,6.4,1.27,2.01,477,52,7.97,779,0,612.35
"Pumpkin seeds, unsalted",29.84,14.71,49.05,6.5,1.29,2.03,18,52,8.07,788,0,619.65
"Pumpkin, canned, cooked",1.08,7.86,2.82,2.8,3.2,87.68,15,26,1.35,200,2,61.14
"Pumpkin, cooked",1.05,6.77,2.83,0.5,2.87,88.18,132,22,0.84,354,2,56.75
"Pupusa, bean-filled",5.55,28.44,3.82,3.0,0.74,60.81,204,96,0.89,173,6,170.34
"Pupusa, cheese-filled",11.72,22.39,13.25,2.9,1.2,50.36,400,325,0.56,120,32,255.69
"Pupusa, meat-filled",11.51,23.02,10.43,2.6,1.45,53.12,426,49,1.01,255,29,231.99
"Quail egg, canned",13.01,0.41,11.06,0.0,0.4,74.13,256,64,3.64,132,841,153.22
"Quail, cooked",25.0,0.0,14.04,0.0,0.0,59.75,214,15,4.41,215,86,226.36
Quarter Pounder (McDonalds),15.68,22.14,11.6,1.1,3.67,48.81,374,87,1.73,225,40,255.68
Quarter Pounder with cheese (McDonalds),15.21,19.72,14.4,1.2,3.6,48.36,591,179,1.02,223,48,269.32
Quesadilla with chicken,14.24,29.0,16.77,2.0,2.28,37.44,645,288,2.2,128,41,323.89
"Quesadilla with chicken, from fast food",15.05,24.04,15.25,1.7,1.88,42.62,745,269,1.77,183,37,293.61
Quesadilla with meat,14.49,29.02,16.82,2.0,2.29,37.04,649,288,2.38,137,37,325.42
Quesadilla with vegetables,11.42,29.37,15.98,2.2,2.67,40.72,603,286,2.18,127,28,306.98
Quesadilla with vegetables and chicken,12.82,29.17,16.36,2.1,2.48,39.12,623,287,2.19,127,35,315.2
Quesadilla with vegetables and meat,12.94,29.18,16.39,2.1,2.48,38.92,626,287,2.28,132,33,315.99
"Quesadilla, just cheese, from fast food",13.4,29.74,19.23,2.1,2.4,34.84,669,347,2.17,108,37,345.63
"Quesadilla, just cheese, meatless",12.74,32.48,18.02,2.3,2.56,34.02,680,321,2.38,110,32,343.06
"Queso Anejo, aged Mexican cheese",21.44,4.63,29.98,0.0,4.63,38.06,1131,680,0.47,87,105,374.1
Queso Asadero,22.6,2.87,28.26,0.0,2.87,42.16,607,661,0.51,86,105,356.22
Queso Fresco,18.09,2.98,23.82,0.0,2.32,51.42,751,566,0.2,129,69,298.66
Queso cotija,20.0,3.97,30.0,0.0,0.0,38.0,1400,800,0.0,125,100,365.88
"Quiche with meat, poultry or fish",15.8,11.76,30.7,0.7,1.94,39.14,575,235,1.06,179,148,386.54
"Quinoa, NS as to fat",4.18,20.22,4.75,2.7,0.82,69.67,188,17,1.41,164,0,140.35
"Quinoa, fat added",4.18,20.22,4.75,2.7,0.82,69.67,188,17,1.41,164,0,140.35
"Quinoa, no added fat",4.38,21.21,1.91,2.8,0.87,71.32,163,17,1.48,171,0,119.55
Rabbit stew with potatoes and vegetables,6.97,4.44,1.81,0.7,0.99,85.27,281,14,0.71,162,18,61.93
"Rabbit, NS as to domestic or wild, breaded, fried",27.65,5.06,12.16,0.3,0.44,52.18,329,31,2.43,278,76,240.28
"Rabbit, NS as to domestic or wild, cooked",30.25,0.0,8.38,0.0,0.0,58.58,199,20,2.36,299,86,196.42
"Rabbit, domestic, NS as to cooking method",30.25,0.0,8.38,0.0,0.0,58.58,199,20,2.36,299,86,196.42
"Rabbit, wild, cooked",32.88,0.0,3.5,0.0,0.0,61.12,207,18,4.83,342,122,163.02
"Raccoon, cooked",29.08,0.0,14.44,0.0,0.0,54.08,241,14,7.07,396,97,246.28
"Radicchio, raw",1.43,4.48,0.25,0.9,0.6,93.14,22,19,0.57,302,0,25.89
"Radish, raw",0.68,3.4,0.1,1.6,1.86,95.27,39,25,0.34,233,0,17.22
